series_id,area_type_code,area_code,seasonal,series_title,begin_year,begin_period,end_year,end_period,srd_code,measure_name,area_name,county,state
LAUCN010110000000006,F,CN0101100000000,U,"Labor Force: Bullock County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Bullock County, AL",Bullock County,AL
LAUCN010130000000003,F,CN0101300000000,U,"Unemployment Rate: Butler County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Butler County, AL",Butler County,AL
LAUCN010130000000004,F,CN0101300000000,U,"Unemployment: Butler County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Butler County, AL",Butler County,AL
LAUCN010130000000005,F,CN0101300000000,U,"Employment: Butler County, AL (U)",1990,M01,2025,M07,01,Employment,"Butler County, AL",Butler County,AL
LAUCN010130000000006,F,CN0101300000000,U,"Labor Force: Butler County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Butler County, AL",Butler County,AL
LAUCN010150000000003,F,CN0101500000000,U,"Unemployment Rate: Calhoun County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Calhoun County, AL",Calhoun County,AL
LAUCN010150000000004,F,CN0101500000000,U,"Unemployment: Calhoun County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Calhoun County, AL",Calhoun County,AL
LAUCN010150000000005,F,CN0101500000000,U,"Employment: Calhoun County, AL (U)",1990,M01,2025,M07,01,Employment,"Calhoun County, AL",Calhoun County,AL
LAUCN010150000000006,F,CN0101500000000,U,"Labor Force: Calhoun County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Calhoun County, AL",Calhoun County,AL
LAUCN010170000000003,F,CN0101700000000,U,"Unemployment Rate: Chambers County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Chambers County, AL",Chambers County,AL
LAUCN010170000000004,F,CN0101700000000,U,"Unemployment: Chambers County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Chambers County, AL",Chambers County,AL
LAUCN010170000000005,F,CN0101700000000,U,"Employment: Chambers County, AL (U)",1990,M01,2025,M07,01,Employment,"Chambers County, AL",Chambers County,AL
LAUCN010170000000006,F,CN0101700000000,U,"Labor Force: Chambers County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Chambers County, AL",Chambers County,AL
LAUCN010190000000003,F,CN0101900000000,U,"Unemployment Rate: Cherokee County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Cherokee County, AL",Cherokee County,AL
LAUCN010190000000004,F,CN0101900000000,U,"Unemployment: Cherokee County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Cherokee County, AL",Cherokee County,AL
LAUCN010190000000005,F,CN0101900000000,U,"Employment: Cherokee County, AL (U)",1990,M01,2025,M07,01,Employment,"Cherokee County, AL",Cherokee County,AL
LAUCN010190000000006,F,CN0101900000000,U,"Labor Force: Cherokee County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Cherokee County, AL",Cherokee County,AL
LAUCN010210000000003,F,CN0102100000000,U,"Unemployment Rate: Chilton County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Chilton County, AL",Chilton County,AL
LAUCN010210000000004,F,CN0102100000000,U,"Unemployment: Chilton County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Chilton County, AL",Chilton County,AL
LAUCN010210000000005,F,CN0102100000000,U,"Employment: Chilton County, AL (U)",1990,M01,2025,M07,01,Employment,"Chilton County, AL",Chilton County,AL
LAUCN010210000000006,F,CN0102100000000,U,"Labor Force: Chilton County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Chilton County, AL",Chilton County,AL
LAUCN010230000000003,F,CN0102300000000,U,"Unemployment Rate: Choctaw County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Choctaw County, AL",Choctaw County,AL
LAUCN010230000000004,F,CN0102300000000,U,"Unemployment: Choctaw County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Choctaw County, AL",Choctaw County,AL
LAUCN010230000000005,F,CN0102300000000,U,"Employment: Choctaw County, AL (U)",1990,M01,2025,M07,01,Employment,"Choctaw County, AL",Choctaw County,AL
LAUCN010230000000006,F,CN0102300000000,U,"Labor Force: Choctaw County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Choctaw County, AL",Choctaw County,AL
LAUCN010250000000003,F,CN0102500000000,U,"Unemployment Rate: Clarke County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Clarke County, AL",Clarke County,AL
LAUCN010250000000004,F,CN0102500000000,U,"Unemployment: Clarke County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Clarke County, AL",Clarke County,AL
LAUCN010250000000005,F,CN0102500000000,U,"Employment: Clarke County, AL (U)",1990,M01,2025,M07,01,Employment,"Clarke County, AL",Clarke County,AL
LAUCN010250000000006,F,CN0102500000000,U,"Labor Force: Clarke County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Clarke County, AL",Clarke County,AL
LAUCN010270000000003,F,CN0102700000000,U,"Unemployment Rate: Clay County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Clay County, AL",Clay County,AL
LAUCN010270000000004,F,CN0102700000000,U,"Unemployment: Clay County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Clay County, AL",Clay County,AL
LAUCN010270000000005,F,CN0102700000000,U,"Employment: Clay County, AL (U)",1990,M01,2025,M07,01,Employment,"Clay County, AL",Clay County,AL
LAUCN010270000000006,F,CN0102700000000,U,"Labor Force: Clay County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Clay County, AL",Clay County,AL
LAUCN010290000000003,F,CN0102900000000,U,"Unemployment Rate: Cleburne County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Cleburne County, AL",Cleburne County,AL
LAUCN010290000000004,F,CN0102900000000,U,"Unemployment: Cleburne County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Cleburne County, AL",Cleburne County,AL
LAUCN010290000000005,F,CN0102900000000,U,"Employment: Cleburne County, AL (U)",1990,M01,2025,M07,01,Employment,"Cleburne County, AL",Cleburne County,AL
LAUCN010290000000006,F,CN0102900000000,U,"Labor Force: Cleburne County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Cleburne County, AL",Cleburne County,AL
LAUCN010310000000003,F,CN0103100000000,U,"Unemployment Rate: Coffee County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Coffee County, AL",Coffee County,AL
LAUCN010310000000004,F,CN0103100000000,U,"Unemployment: Coffee County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Coffee County, AL",Coffee County,AL
LAUCN010310000000005,F,CN0103100000000,U,"Employment: Coffee County, AL (U)",1990,M01,2025,M07,01,Employment,"Coffee County, AL",Coffee County,AL
LAUCN010310000000006,F,CN0103100000000,U,"Labor Force: Coffee County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Coffee County, AL",Coffee County,AL
LAUCN010330000000003,F,CN0103300000000,U,"Unemployment Rate: Colbert County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Colbert County, AL",Colbert County,AL
LAUCN010330000000004,F,CN0103300000000,U,"Unemployment: Colbert County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Colbert County, AL",Colbert County,AL
LAUCN010330000000005,F,CN0103300000000,U,"Employment: Colbert County, AL (U)",1990,M01,2025,M07,01,Employment,"Colbert County, AL",Colbert County,AL
LAUCN010330000000006,F,CN0103300000000,U,"Labor Force: Colbert County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Colbert County, AL",Colbert County,AL
LAUCN010350000000003,F,CN0103500000000,U,"Unemployment Rate: Conecuh County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Conecuh County, AL",Conecuh County,AL
LAUCN010350000000004,F,CN0103500000000,U,"Unemployment: Conecuh County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Conecuh County, AL",Conecuh County,AL
LAUCN010350000000005,F,CN0103500000000,U,"Employment: Conecuh County, AL (U)",1990,M01,2025,M07,01,Employment,"Conecuh County, AL",Conecuh County,AL
LAUCN010350000000006,F,CN0103500000000,U,"Labor Force: Conecuh County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Conecuh County, AL",Conecuh County,AL
LAUCN010370000000003,F,CN0103700000000,U,"Unemployment Rate: Coosa County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Coosa County, AL",Coosa County,AL
LAUCN010370000000004,F,CN0103700000000,U,"Unemployment: Coosa County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Coosa County, AL",Coosa County,AL
LAUCN010370000000005,F,CN0103700000000,U,"Employment: Coosa County, AL (U)",1990,M01,2025,M07,01,Employment,"Coosa County, AL",Coosa County,AL
LAUCN010370000000006,F,CN0103700000000,U,"Labor Force: Coosa County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Coosa County, AL",Coosa County,AL
LAUCN010390000000003,F,CN0103900000000,U,"Unemployment Rate: Covington County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Covington County, AL",Covington County,AL
LAUCN010390000000004,F,CN0103900000000,U,"Unemployment: Covington County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Covington County, AL",Covington County,AL
LAUCN010390000000005,F,CN0103900000000,U,"Employment: Covington County, AL (U)",1990,M01,2025,M07,01,Employment,"Covington County, AL",Covington County,AL
LAUCN010390000000006,F,CN0103900000000,U,"Labor Force: Covington County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Covington County, AL",Covington County,AL
LAUCN010410000000003,F,CN0104100000000,U,"Unemployment Rate: Crenshaw County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Crenshaw County, AL",Crenshaw County,AL
LAUCN010410000000004,F,CN0104100000000,U,"Unemployment: Crenshaw County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Crenshaw County, AL",Crenshaw County,AL
LAUCN010410000000005,F,CN0104100000000,U,"Employment: Crenshaw County, AL (U)",1990,M01,2025,M07,01,Employment,"Crenshaw County, AL",Crenshaw County,AL
LAUCN010410000000006,F,CN0104100000000,U,"Labor Force: Crenshaw County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Crenshaw County, AL",Crenshaw County,AL
LAUCN010430000000003,F,CN0104300000000,U,"Unemployment Rate: Cullman County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Cullman County, AL",Cullman County,AL
LAUCN010430000000004,F,CN0104300000000,U,"Unemployment: Cullman County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Cullman County, AL",Cullman County,AL
LAUCN010430000000005,F,CN0104300000000,U,"Employment: Cullman County, AL (U)",1990,M01,2025,M07,01,Employment,"Cullman County, AL",Cullman County,AL
LAUCN010430000000006,F,CN0104300000000,U,"Labor Force: Cullman County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Cullman County, AL",Cullman County,AL
LAUCN010450000000003,F,CN0104500000000,U,"Unemployment Rate: Dale County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Dale County, AL",Dale County,AL
LAUCN010450000000004,F,CN0104500000000,U,"Unemployment: Dale County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Dale County, AL",Dale County,AL
LAUCN010450000000005,F,CN0104500000000,U,"Employment: Dale County, AL (U)",1990,M01,2025,M07,01,Employment,"Dale County, AL",Dale County,AL
LAUCN010450000000006,F,CN0104500000000,U,"Labor Force: Dale County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Dale County, AL",Dale County,AL
LAUCN010470000000003,F,CN0104700000000,U,"Unemployment Rate: Dallas County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Dallas County, AL",Dallas County,AL
LAUCN010470000000004,F,CN0104700000000,U,"Unemployment: Dallas County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Dallas County, AL",Dallas County,AL
LAUCN010470000000005,F,CN0104700000000,U,"Employment: Dallas County, AL (U)",1990,M01,2025,M07,01,Employment,"Dallas County, AL",Dallas County,AL
LAUCN010470000000006,F,CN0104700000000,U,"Labor Force: Dallas County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Dallas County, AL",Dallas County,AL
LAUCN010490000000003,F,CN0104900000000,U,"Unemployment Rate: DeKalb County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"DeKalb County, AL",DeKalb County,AL
LAUCN010490000000004,F,CN0104900000000,U,"Unemployment: DeKalb County, AL (U)",1990,M01,2025,M07,01,Unemployment,"DeKalb County, AL",DeKalb County,AL
LAUCN010490000000005,F,CN0104900000000,U,"Employment: DeKalb County, AL (U)",1990,M01,2025,M07,01,Employment,"DeKalb County, AL",DeKalb County,AL
LAUCN010490000000006,F,CN0104900000000,U,"Labor Force: DeKalb County, AL (U)",1990,M01,2025,M07,01,Labor Force,"DeKalb County, AL",DeKalb County,AL
LAUCN010510000000003,F,CN0105100000000,U,"Unemployment Rate: Elmore County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Elmore County, AL",Elmore County,AL
LAUCN010510000000004,F,CN0105100000000,U,"Unemployment: Elmore County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Elmore County, AL",Elmore County,AL
LAUCN010510000000005,F,CN0105100000000,U,"Employment: Elmore County, AL (U)",1990,M01,2025,M07,01,Employment,"Elmore County, AL",Elmore County,AL
LAUCN010510000000006,F,CN0105100000000,U,"Labor Force: Elmore County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Elmore County, AL",Elmore County,AL
LAUCN010530000000003,F,CN0105300000000,U,"Unemployment Rate: Escambia County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Escambia County, AL",Escambia County,AL
LAUCN010530000000004,F,CN0105300000000,U,"Unemployment: Escambia County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Escambia County, AL",Escambia County,AL
LAUCN010530000000005,F,CN0105300000000,U,"Employment: Escambia County, AL (U)",1990,M01,2025,M07,01,Employment,"Escambia County, AL",Escambia County,AL
LAUCN010530000000006,F,CN0105300000000,U,"Labor Force: Escambia County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Escambia County, AL",Escambia County,AL
LAUCN010550000000003,F,CN0105500000000,U,"Unemployment Rate: Etowah County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Etowah County, AL",Etowah County,AL
LAUCN010550000000004,F,CN0105500000000,U,"Unemployment: Etowah County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Etowah County, AL",Etowah County,AL
LAUCN010550000000005,F,CN0105500000000,U,"Employment: Etowah County, AL (U)",1990,M01,2025,M07,01,Employment,"Etowah County, AL",Etowah County,AL
LAUCN010550000000006,F,CN0105500000000,U,"Labor Force: Etowah County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Etowah County, AL",Etowah County,AL
LAUCN010570000000003,F,CN0105700000000,U,"Unemployment Rate: Fayette County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Fayette County, AL",Fayette County,AL
LAUCN010570000000004,F,CN0105700000000,U,"Unemployment: Fayette County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Fayette County, AL",Fayette County,AL
LAUCN010570000000005,F,CN0105700000000,U,"Employment: Fayette County, AL (U)",1990,M01,2025,M07,01,Employment,"Fayette County, AL",Fayette County,AL
LAUCN010570000000006,F,CN0105700000000,U,"Labor Force: Fayette County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Fayette County, AL",Fayette County,AL
LAUCN010590000000003,F,CN0105900000000,U,"Unemployment Rate: Franklin County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Franklin County, AL",Franklin County,AL
LAUCN010590000000004,F,CN0105900000000,U,"Unemployment: Franklin County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Franklin County, AL",Franklin County,AL
LAUCN010590000000005,F,CN0105900000000,U,"Employment: Franklin County, AL (U)",1990,M01,2025,M07,01,Employment,"Franklin County, AL",Franklin County,AL
LAUCN010590000000006,F,CN0105900000000,U,"Labor Force: Franklin County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Franklin County, AL",Franklin County,AL
LAUCN010610000000003,F,CN0106100000000,U,"Unemployment Rate: Geneva County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Geneva County, AL",Geneva County,AL
LAUCN010610000000004,F,CN0106100000000,U,"Unemployment: Geneva County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Geneva County, AL",Geneva County,AL
LAUCN010610000000005,F,CN0106100000000,U,"Employment: Geneva County, AL (U)",1990,M01,2025,M07,01,Employment,"Geneva County, AL",Geneva County,AL
LAUCN010610000000006,F,CN0106100000000,U,"Labor Force: Geneva County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Geneva County, AL",Geneva County,AL
LAUCN010630000000003,F,CN0106300000000,U,"Unemployment Rate: Greene County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Greene County, AL",Greene County,AL
LAUCN010630000000004,F,CN0106300000000,U,"Unemployment: Greene County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Greene County, AL",Greene County,AL
LAUCN010630000000005,F,CN0106300000000,U,"Employment: Greene County, AL (U)",1990,M01,2025,M07,01,Employment,"Greene County, AL",Greene County,AL
LAUCN010630000000006,F,CN0106300000000,U,"Labor Force: Greene County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Greene County, AL",Greene County,AL
LAUCN010650000000003,F,CN0106500000000,U,"Unemployment Rate: Hale County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Hale County, AL",Hale County,AL
LAUCN010650000000004,F,CN0106500000000,U,"Unemployment: Hale County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Hale County, AL",Hale County,AL
LAUCN010650000000005,F,CN0106500000000,U,"Employment: Hale County, AL (U)",1990,M01,2025,M07,01,Employment,"Hale County, AL",Hale County,AL
LAUCN010650000000006,F,CN0106500000000,U,"Labor Force: Hale County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Hale County, AL",Hale County,AL
LAUCN010670000000003,F,CN0106700000000,U,"Unemployment Rate: Henry County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Henry County, AL",Henry County,AL
LAUCN010670000000004,F,CN0106700000000,U,"Unemployment: Henry County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Henry County, AL",Henry County,AL
LAUCN010670000000005,F,CN0106700000000,U,"Employment: Henry County, AL (U)",1990,M01,2025,M07,01,Employment,"Henry County, AL",Henry County,AL
LAUCN010670000000006,F,CN0106700000000,U,"Labor Force: Henry County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Henry County, AL",Henry County,AL
LAUCN010690000000003,F,CN0106900000000,U,"Unemployment Rate: Houston County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Houston County, AL",Houston County,AL
LAUCN010690000000004,F,CN0106900000000,U,"Unemployment: Houston County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Houston County, AL",Houston County,AL
LAUCN010690000000005,F,CN0106900000000,U,"Employment: Houston County, AL (U)",1990,M01,2025,M07,01,Employment,"Houston County, AL",Houston County,AL
LAUCN010690000000006,F,CN0106900000000,U,"Labor Force: Houston County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Houston County, AL",Houston County,AL
LAUCN010710000000003,F,CN0107100000000,U,"Unemployment Rate: Jackson County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Jackson County, AL",Jackson County,AL
LAUCN010710000000004,F,CN0107100000000,U,"Unemployment: Jackson County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Jackson County, AL",Jackson County,AL
LAUCN010710000000005,F,CN0107100000000,U,"Employment: Jackson County, AL (U)",1990,M01,2025,M07,01,Employment,"Jackson County, AL",Jackson County,AL
LAUCN010710000000006,F,CN0107100000000,U,"Labor Force: Jackson County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Jackson County, AL",Jackson County,AL
LAUCN010730000000003,F,CN0107300000000,U,"Unemployment Rate: Jefferson County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Jefferson County, AL",Jefferson County,AL
LAUCN010730000000004,F,CN0107300000000,U,"Unemployment: Jefferson County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Jefferson County, AL",Jefferson County,AL
LAUCN010730000000005,F,CN0107300000000,U,"Employment: Jefferson County, AL (U)",1990,M01,2025,M07,01,Employment,"Jefferson County, AL",Jefferson County,AL
LAUCN010730000000006,F,CN0107300000000,U,"Labor Force: Jefferson County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Jefferson County, AL",Jefferson County,AL
LAUCN010750000000003,F,CN0107500000000,U,"Unemployment Rate: Lamar County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Lamar County, AL",Lamar County,AL
LAUCN010750000000004,F,CN0107500000000,U,"Unemployment: Lamar County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Lamar County, AL",Lamar County,AL
LAUCN010750000000005,F,CN0107500000000,U,"Employment: Lamar County, AL (U)",1990,M01,2025,M07,01,Employment,"Lamar County, AL",Lamar County,AL
LAUCN010750000000006,F,CN0107500000000,U,"Labor Force: Lamar County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Lamar County, AL",Lamar County,AL
LAUCN010770000000003,F,CN0107700000000,U,"Unemployment Rate: Lauderdale County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Lauderdale County, AL",Lauderdale County,AL
LAUCN010770000000004,F,CN0107700000000,U,"Unemployment: Lauderdale County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Lauderdale County, AL",Lauderdale County,AL
LAUCN010770000000005,F,CN0107700000000,U,"Employment: Lauderdale County, AL (U)",1990,M01,2025,M07,01,Employment,"Lauderdale County, AL",Lauderdale County,AL
LAUCN010770000000006,F,CN0107700000000,U,"Labor Force: Lauderdale County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Lauderdale County, AL",Lauderdale County,AL
LAUCN010790000000003,F,CN0107900000000,U,"Unemployment Rate: Lawrence County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Lawrence County, AL",Lawrence County,AL
LAUCN010790000000004,F,CN0107900000000,U,"Unemployment: Lawrence County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Lawrence County, AL",Lawrence County,AL
LAUCN010790000000005,F,CN0107900000000,U,"Employment: Lawrence County, AL (U)",1990,M01,2025,M07,01,Employment,"Lawrence County, AL",Lawrence County,AL
LAUCN010790000000006,F,CN0107900000000,U,"Labor Force: Lawrence County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Lawrence County, AL",Lawrence County,AL
LAUCN010810000000003,F,CN0108100000000,U,"Unemployment Rate: Lee County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Lee County, AL",Lee County,AL
LAUCN010810000000004,F,CN0108100000000,U,"Unemployment: Lee County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Lee County, AL",Lee County,AL
LAUCN010810000000005,F,CN0108100000000,U,"Employment: Lee County, AL (U)",1990,M01,2025,M07,01,Employment,"Lee County, AL",Lee County,AL
LAUCN010810000000006,F,CN0108100000000,U,"Labor Force: Lee County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Lee County, AL",Lee County,AL
LAUCN010830000000003,F,CN0108300000000,U,"Unemployment Rate: Limestone County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Limestone County, AL",Limestone County,AL
LAUCN010830000000004,F,CN0108300000000,U,"Unemployment: Limestone County, AL (U)",1990,M01,2025,M07,01,Unemployment,"Limestone County, AL",Limestone County,AL
LAUCN010830000000005,F,CN0108300000000,U,"Employment: Limestone County, AL (U)",1990,M01,2025,M07,01,Employment,"Limestone County, AL",Limestone County,AL
LAUCN010830000000006,F,CN0108300000000,U,"Labor Force: Limestone County, AL (U)",1990,M01,2025,M07,01,Labor Force,"Limestone County, AL",Limestone County,AL
LAUCN010850000000003,F,CN0108500000000,U,"Unemployment Rate: Lowndes County, AL (U)",1990,M01,2025,M07,01,Unemployment Rate,"Lowndes County, AL",Lowndes County,AL
